quote_date,expiration,option_type,rows,monotonicity_violations,convexity_violations,calendar_violations
2025-10-13,2026-09-18,call,120,0,0,0
2025-10-13,2026-09-18,put,120,0,0,0
2025-10-13,2026-09-30,call,158,0,0,0
2025-10-13,2026-09-30,put,158,0,0,0
2025-10-13,2026-12-18,call,140,0,0,0
2025-10-13,2026-12-18,put,140,0,0,0
2025-10-13,2027-01-15,call,161,0,0,0
2025-10-13,2027-01-15,put,161,0,0,0
2025-10-13,2027-12-17,call,162,0,0,0
2025-10-13,2027-12-17,put,162,0,0,0
2025-10-13,2028-01-21,call,162,0,0,0
2025-10-13,2028-01-21,put,162,0,0,0
2025-10-14,2025-10-14,call,127,0,6,0
2025-10-14,2025-10-14,put,127,0,6,0
2025-10-14,2025-10-15,call,135,0,7,0
2025-10-14,2025-10-15,put,135,0,0,0
2025-10-14,2025-10-16,call,135,0,1,0
2025-10-14,2025-10-16,put,135,0,0,0
2025-10-14,2025-10-17,call,205,0,0,0
2025-10-14,2025-10-17,put,205,0,1,0
2025-10-14,2025-10-20,call,135,0,3,0
2025-10-14,2025-10-20,put,135,0,0,0
2025-10-14,2025-10-21,call,135,0,0,0
2025-10-14,2025-10-21,put,135,0,0,0
2025-10-14,2025-10-22,call,135,0,0,0
2025-10-14,2025-10-22,put,135,0,0,0
2025-10-14,2025-10-23,call,135,0,0,0
2025-10-14,2025-10-23,put,135,0,0,0
2025-10-14,2025-10-24,call,154,0,0,0
2025-10-14,2025-10-24,put,154,0,0,0
2025-10-14,2025-10-27,call,95,0,1,0
2025-10-14,2025-10-27,put,95,0,3,0
2025-10-14,2025-10-28,call,30,0,7,0
2025-10-14,2025-10-28,put,30,0,8,0
2025-10-14,2025-10-31,call,264,0,0,0
2025-10-14,2025-10-31,put,264,0,1,0
2025-10-14,2025-11-07,call,136,0,4,0
2025-10-14,2025-11-07,put,136,0,0,0
2025-10-14,2025-11-14,call,127,0,5,0
2025-10-14,2025-11-14,put,127,0,0,0
2025-10-14,2025-11-21,call,174,0,2,0
2025-10-14,2025-11-21,put,174,0,0,0
2025-10-14,2025-11-28,call,237,0,0,0
2025-10-14,2025-11-28,put,237,0,0,0
2025-10-14,2025-12-19,call,139,0,14,0
2025-10-14,2025-12-19,put,139,0,7,0
2025-10-14,2025-12-31,call,228,0,6,0
2025-10-14,2025-12-31,put,228,0,0,0
2025-10-14,2026-01-16,call,127,0,18,0
2025-10-14,2026-01-16,put,127,0,1,0
2025-10-14,2026-01-30,call,149,0,14,0
2025-10-14,2026-01-30,put,149,0,0,0
2025-10-14,2026-02-20,call,94,0,12,0
2025-10-14,2026-02-20,put,94,0,0,0
2025-10-14,2026-02-27,call,153,0,9,0
2025-10-14,2026-02-27,put,153,0,0,0
2025-10-14,2026-03-20,call,122,0,4,0
2025-10-14,2026-03-20,put,122,0,0,0
2025-10-14,2026-03-31,call,158,0,1,0
2025-10-14,2026-03-31,put,158,0,0,0
2025-10-14,2026-06-18,call,126,0,0,0
2025-10-14,2026-06-18,put,126,0,0,0
2025-10-14,2026-06-30,call,158,0,0,0
2025-10-14,2026-06-30,put,158,0,0,0
2025-10-14,2026-09-18,call,120,0,0,0
2025-10-14,2026-09-18,put,120,0,0,0
2025-10-14,2026-09-30,call,158,0,0,0
2025-10-14,2026-09-30,put,158,0,0,0
2025-10-14,2026-12-18,call,140,0,0,0
2025-10-14,2026-12-18,put,140,0,0,0
2025-10-14,2027-01-15,call,161,0,0,0
2025-10-14,2027-01-15,put,161,0,0,0
2025-10-14,2027-12-17,call,162,0,0,0
2025-10-14,2027-12-17,put,162,0,0,0
2025-10-14,2028-01-21,call,162,0,0,0
2025-10-14,2028-01-21,put,162,0,0,0
2025-10-15,2025-10-15,call,135,0,4,0
2025-10-15,2025-10-15,put,135,0,5,0
2025-10-15,2025-10-16,call,135,0,11,0
2025-10-15,2025-10-16,put,135,0,6,0
2025-10-15,2025-10-17,call,205,0,12,0
2025-10-15,2025-10-17,put,205,0,0,0
2025-10-15,2025-10-20,call,135,0,5,0
2025-10-15,2025-10-20,put,135,0,0,0
2025-10-15,2025-10-21,call,135,0,4,0
2025-10-15,2025-10-21,put,135,0,0,0
2025-10-15,2025-10-22,call,135,0,2,0
2025-10-15,2025-10-22,put,135,0,0,0
2025-10-15,2025-10-23,call,135,0,1,0
2025-10-15,2025-10-23,put,135,0,0,0
2025-10-15,2025-10-24,call,154,0,1,0
2025-10-15,2025-10-24,put,154,0,0,0
2025-10-15,2025-10-27,call,95,0,1,0
2025-10-15,2025-10-27,put,95,0,6,0
2025-10-15,2025-10-28,call,103,0,2,0
2025-10-15,2025-10-28,put,103,0,3,0
2025-10-15,2025-10-29,call,30,0,10,0
2025-10-15,2025-10-29,put,30,0,7,0
2025-10-15,2025-10-31,call,264,0,0,0
2025-10-15,2025-10-31,put,264,0,0,0
2025-10-15,2025-11-07,call,136,0,5,0
2025-10-15,2025-11-07,put,136,0,5,0
2025-10-15,2025-11-14,call,127,0,7,0
2025-10-15,2025-11-14,put,127,0,5,0
2025-10-15,2025-11-21,call,174,0,2,0
2025-10-15,2025-11-21,put,174,0,0,0
2025-10-15,2025-11-28,call,237,0,1,0
2025-10-15,2025-11-28,put,237,0,0,0
2025-10-15,2025-12-19,call,139,0,18,0
2025-10-15,2025-12-19,put,139,0,12,0
2025-10-15,2025-12-31,call,228,0,7,0
2025-10-15,2025-12-31,put,228,0,0,0
2025-10-15,2026-01-16,call,127,0,18,0
2025-10-15,2026-01-16,put,127,0,6,0
2025-10-15,2026-01-30,call,149,0,19,0
2025-10-15,2026-01-30,put,149,0,2,0
2025-10-15,2026-02-20,call,94,0,19,0
2025-10-15,2026-02-20,put,94,0,0,0
2025-10-15,2026-02-27,call,153,0,17,0
2025-10-15,2026-02-27,put,153,0,0,0
2025-10-15,2026-03-20,call,122,0,16,0
2025-10-15,2026-03-20,put,122,0,0,0
2025-10-15,2026-03-31,call,158,0,15,0
2025-10-15,2026-03-31,put,158,0,0,0
2025-10-15,2026-06-18,call,126,0,0,0
2025-10-15,2026-06-18,put,126,0,0,0
2025-10-15,2026-06-30,call,158,0,0,0
2025-10-15,2026-06-30,put,158,0,0,0
2025-10-15,2026-09-18,call,120,0,0,0
2025-10-15,2026-09-18,put,120,0,0,0
2025-10-15,2026-09-30,call,158,0,0,0
2025-10-15,2026-09-30,put,158,0,0,0
2025-10-15,2026-12-18,call,140,0,2,0
2025-10-15,2026-12-18,put,140,0,0,0
2025-10-15,2027-01-15,call,161,0,0,0
2025-10-15,2027-01-15,put,161,0,0,0
2025-10-15,2027-12-17,call,162,0,0,0
2025-10-15,2027-12-17,put,162,0,0,0
2025-10-15,2028-01-21,call,162,0,0,0
2025-10-15,2028-01-21,put,162,0,0,0
2025-10-16,2025-10-16,call,135,0,6,0
2025-10-16,2025-10-16,put,135,0,7,0
2025-10-16,2025-10-17,call,205,0,10,0
2025-10-16,2025-10-17,put,205,0,1,0
2025-10-16,2025-10-20,call,135,0,0,0
2025-10-16,2025-10-20,put,135,0,0,0
2025-10-16,2025-10-21,call,135,0,4,0
2025-10-16,2025-10-21,put,135,0,0,0
2025-10-16,2025-10-22,call,135,0,3,0
2025-10-16,2025-10-22,put,135,0,0,0
2025-10-16,2025-10-23,call,135,0,1,0
2025-10-16,2025-10-23,put,135,0,0,0
2025-10-16,2025-10-24,call,154,0,0,0
2025-10-16,2025-10-24,put,154,0,0,0
2025-10-16,2025-10-27,call,95,0,1,0
2025-10-16,2025-10-27,put,95,0,4,0
2025-10-16,2025-10-28,call,103,0,2,0
2025-10-16,2025-10-28,put,103,0,4,0
2025-10-16,2025-10-29,call,100,0,1,0
2025-10-16,2025-10-29,put,100,0,3,0
2025-10-16,2025-10-30,call,30,0,12,0
2025-10-16,2025-10-30,put,30,0,10,0
2025-10-16,2025-10-31,call,264,0,0,0
2025-10-16,2025-10-31,put,264,0,0,0
2025-10-16,2025-11-07,call,136,0,5,0
2025-10-16,2025-11-07,put,136,0,2,0
2025-10-16,2025-11-14,call,127,0,7,0
2025-10-16,2025-11-14,put,127,0,2,0
2025-10-16,2025-11-21,call,174,0,1,0
2025-10-16,2025-11-21,put,174,0,0,0
2025-10-16,2025-11-28,call,237,0,1,0
2025-10-16,2025-11-28,put,237,0,0,0
2025-10-16,2025-12-19,call,139,0,16,0
2025-10-16,2025-12-19,put,139,0,9,0
2025-10-16,2025-12-31,call,228,0,6,0
2025-10-16,2025-12-31,put,228,0,0,0
2025-10-16,2026-01-16,call,127,0,20,0
2025-10-16,2026-01-16,put,127,0,0,0
2025-10-16,2026-01-30,call,149,0,18,0
2025-10-16,2026-01-30,put,149,0,0,0
2025-10-16,2026-02-20,call,94,0,14,0
2025-10-16,2026-02-20,put,94,0,0,0
2025-10-16,2026-02-27,call,153,0,10,0
2025-10-16,2026-02-27,put,153,0,0,0
2025-10-16,2026-03-20,call,122,0,9,0
2025-10-16,2026-03-20,put,122,0,0,0
2025-10-16,2026-03-31,call,158,0,1,0
2025-10-16,2026-03-31,put,158,0,0,0
2025-10-16,2026-06-18,call,126,0,0,0
2025-10-16,2026-06-18,put,126,0,0,0
2025-10-16,2026-06-30,call,158,0,0,0
2025-10-16,2026-06-30,put,158,0,0,0
2025-10-16,2026-09-18,call,120,0,0,0
2025-10-16,2026-09-18,put,120,0,0,0
2025-10-16,2026-09-30,call,158,0,0,0
2025-10-16,2026-09-30,put,158,0,0,0
2025-10-16,2026-12-18,call,140,0,0,0
2025-10-16,2026-12-18,put,140,0,0,0
2025-10-16,2027-01-15,call,161,0,0,0
2025-10-16,2027-01-15,put,161,0,0,0
2025-10-16,2027-12-17,call,162,0,0,0
2025-10-16,2027-12-17,put,162,0,0,0
2025-10-16,2028-01-21,call,162,0,0,0
2025-10-16,2028-01-21,put,162,0,0,0
2025-10-17,2025-10-17,call,205,0,5,0
2025-10-17,2025-10-17,put,205,0,5,0
2025-10-17,2025-10-20,call,135,0,9,0
2025-10-17,2025-10-20,put,135,0,6,0
2025-10-17,2025-10-21,call,135,0,1,0
2025-10-17,2025-10-21,put,135,0,0,0
2025-10-17,2025-10-22,call,135,0,6,0
2025-10-17,2025-10-22,put,135,0,0,0
2025-10-17,2025-10-23,call,135,0,0,0
2025-10-17,2025-10-23,put,135,0,0,0
2025-10-17,2025-10-24,call,154,0,2,0
2025-10-17,2025-10-24,put,154,0,0,0
2025-10-17,2025-10-27,call,135,0,1,0
2025-10-17,2025-10-27,put,135,0,0,0
2025-10-17,2025-10-28,call,135,0,1,0
2025-10-17,2025-10-28,put,135,0,0,0
2025-10-17,2025-10-29,call,135,0,0,0
2025-10-17,2025-10-29,put,135,0,0,0
2025-10-17,2025-10-30,call,135,0,0,0
2025-10-17,2025-10-30,put,135,0,0,0
2025-10-17,2025-10-31,call,264,0,0,0
2025-10-17,2025-10-31,put,264,0,0,0
2025-10-17,2025-11-07,call,136,0,5,0
2025-10-17,2025-11-07,put,136,0,0,0
2025-10-17,2025-11-14,call,136,0,4,0
2025-10-17,2025-11-14,put,136,0,1,0
2025-10-17,2025-11-21,call,174,0,1,0
2025-10-17,2025-11-21,put,174,0,0,0
2025-10-17,2025-11-28,call,237,0,1,0
2025-10-17,2025-11-28,put,237,0,0,0
2025-10-17,2025-12-19,call,155,0,12,0
2025-10-17,2025-12-19,put,155,0,6,0
2025-10-17,2025-12-31,call,228,0,7,0
2025-10-17,2025-12-31,put,228,0,0,0
2025-10-17,2026-01-16,call,127,0,18,0
2025-10-17,2026-01-16,put,127,0,0,0
2025-10-17,2026-01-30,call,149,0,14,0
2025-10-17,2026-01-30,put,149,0,0,0
2025-10-17,2026-02-20,call,94,0,13,0
2025-10-17,2026-02-20,put,94,0,0,0
2025-10-17,2026-02-27,call,153,0,4,0
2025-10-17,2026-02-27,put,153,0,0,0
2025-10-17,2026-03-20,call,122,0,0,0
2025-10-17,2026-03-20,put,122,0,0,0
2025-10-17,2026-03-31,call,158,0,0,0
2025-10-17,2026-03-31,put,158,0,0,0
2025-10-17,2026-06-18,call,126,0,0,0
2025-10-17,2026-06-18,put,126,0,0,0
2025-10-17,2026-06-30,call,158,0,0,0
2025-10-17,2026-06-30,put,158,0,0,0
2025-10-17,2026-09-18,call,120,0,0,0
2025-10-17,2026-09-18,put,120,0,0,0
2025-10-17,2026-09-30,call,158,0,0,0
2025-10-17,2026-09-30,put,158,0,0,0
2025-10-17,2026-12-18,call,140,0,0,0
2025-10-17,2026-12-18,put,140,0,0,0
2025-10-17,2027-01-15,call,161,0,0,0
2025-10-17,2027-01-15,put,161,0,0,0
2025-10-17,2027-12-17,call,162,0,0,0
2025-10-17,2027-12-17,put,162,0,0,0
2025-10-17,2028-01-21,call,162,0,0,0
2025-10-17,2028-01-21,put,162,0,0,0
2025-10-20,2025-10-20,call,135,0,3,0
2025-10-20,2025-10-20,put,135,0,3,0
2025-10-20,2025-10-21,call,135,0,8,0
2025-10-20,2025-10-21,put,135,0,9,0
2025-10-20,2025-10-22,call,135,0,10,0
2025-10-20,2025-10-22,put,135,0,10,0
2025-10-20,2025-10-23,call,135,0,11,0
2025-10-20,2025-10-23,put,135,0,5,0
2025-10-20,2025-10-24,call,154,0,13,0
2025-10-20,2025-10-24,put,154,0,1,0
2025-10-20,2025-10-27,call,135,0,11,0
2025-10-20,2025-10-27,put,135,0,0,0
2025-10-20,2025-10-28,call,135,0,5,0
2025-10-20,2025-10-28,put,135,0,0,0
2025-10-20,2025-10-29,call,135,0,2,0
2025-10-20,2025-10-29,put,135,0,0,0
2025-10-20,2025-10-30,call,135,0,0,0
2025-10-20,2025-10-30,put,135,0,0,0
2025-10-20,2025-10-31,call,264,0,1,0
2025-10-20,2025-10-31,put,264,0,0,0
2025-10-20,2025-11-03,call,30,0,11,0
2025-10-20,2025-11-03,put,30,0,11,0
2025-10-20,2025-11-07,call,138,0,5,0
2025-10-20,2025-11-07,put,138,0,4,0
2025-10-20,2025-11-14,call,136,0,4,0
2025-10-20,2025-11-14,put,136,0,4,0
2025-10-20,2025-11-21,call,174,0,8,0
2025-10-20,2025-11-21,put,174,0,0,0
2025-10-20,2025-11-28,call,237,0,2,0
2025-10-20,2025-11-28,put,237,0,0,0
2025-10-20,2025-12-19,call,155,0,17,0
2025-10-20,2025-12-19,put,155,0,15,0
2025-10-20,2025-12-31,call,228,0,8,0
2025-10-20,2025-12-31,put,228,0,0,0
2025-10-20,2026-01-16,call,127,0,21,0
2025-10-20,2026-01-16,put,127,0,11,0
2025-10-20,2026-01-30,call,149,0,22,0
2025-10-20,2026-01-30,put,149,0,4,0
2025-10-20,2026-02-20,call,94,0,24,0
2025-10-20,2026-02-20,put,94,0,7,0
2025-10-20,2026-02-27,call,153,0,20,0
2025-10-20,2026-02-27,put,153,0,2,0
2025-10-20,2026-03-20,call,122,0,21,0
2025-10-20,2026-03-20,put,122,0,6,0
2025-10-20,2026-03-31,call,158,0,19,0
2025-10-20,2026-03-31,put,158,0,3,0
2025-10-20,2026-06-18,call,126,0,14,0
2025-10-20,2026-06-18,put,126,0,0,0
2025-10-20,2026-06-30,call,158,0,10,0
2025-10-20,2026-06-30,put,158,0,0,0
2025-10-20,2026-09-18,call,120,0,4,0
2025-10-20,2026-09-18,put,120,0,0,0
2025-10-20,2026-09-30,call,158,0,0,0
2025-10-20,2026-09-30,put,158,0,0,0
2025-10-20,2026-12-18,call,140,0,0,0
2025-10-20,2026-12-18,put,140,0,0,0
2025-10-20,2027-01-15,call,161,0,0,0
2025-10-20,2027-01-15,put,161,0,0,0
2025-10-20,2027-12-17,call,162,0,0,0
2025-10-20,2027-12-17,put,162,0,0,0
2025-10-20,2028-01-21,call,162,0,0,0
2025-10-20,2028-01-21,put,162,0,0,0
2025-10-21,2025-10-21,call,135,0,3,0
2025-10-21,2025-10-21,put,135,0,4,0
2025-10-21,2025-10-22,call,135,0,9,0
2025-10-21,2025-10-22,put,135,0,8,0
2025-10-21,2025-10-23,call,135,0,9,0
2025-10-21,2025-10-23,put,135,0,8,0
2025-10-21,2025-10-24,call,154,0,11,0
2025-10-21,2025-10-24,put,154,0,6,0
2025-10-21,2025-10-27,call,135,0,10,0
2025-10-21,2025-10-27,put,135,0,4,0
2025-10-21,2025-10-28,call,135,0,10,0
2025-10-21,2025-10-28,put,135,0,0,0
2025-10-21,2025-10-29,call,135,0,11,0
2025-10-21,2025-10-29,put,135,0,0,0
2025-10-21,2025-10-30,call,135,0,1,0
2025-10-21,2025-10-30,put,135,0,0,0
2025-10-21,2025-10-31,call,264,0,5,0
2025-10-21,2025-10-31,put,264,0,0,0
2025-10-21,2025-11-03,call,103,0,7,0
2025-10-21,2025-11-03,put,103,0,4,0
2025-10-21,2025-11-04,call,30,0,11,0
2025-10-21,2025-11-04,put,30,0,11,0
2025-10-21,2025-11-07,call,138,0,7,0
2025-10-21,2025-11-07,put,138,0,2,0
2025-10-21,2025-11-14,call,136,0,7,0
2025-10-21,2025-11-14,put,136,0,5,0
2025-10-21,2025-11-21,call,174,0,6,0
2025-10-21,2025-11-21,put,174,0,0,0
2025-10-21,2025-11-28,call,237,0,2,0
2025-10-21,2025-11-28,put,237,0,0,0
2025-10-21,2025-12-19,call,155,0,14,0
2025-10-21,2025-12-19,put,155,0,15,0
2025-10-21,2025-12-31,call,228,0,7,0
2025-10-21,2025-12-31,put,228,0,0,0
2025-10-21,2026-01-16,call,127,0,22,0
2025-10-21,2026-01-16,put,127,0,12,0
2025-10-21,2026-01-30,call,149,0,21,0
2025-10-21,2026-01-30,put,149,0,4,0
2025-10-21,2026-02-20,call,94,0,24,0
2025-10-21,2026-02-20,put,94,0,8,0
2025-10-21,2026-02-27,call,153,0,17,0
2025-10-21,2026-02-27,put,153,0,2,0
2025-10-21,2026-03-20,call,122,0,19,0
2025-10-21,2026-03-20,put,122,0,9,0
2025-10-21,2026-03-31,call,158,0,17,0
2025-10-21,2026-03-31,put,158,0,4,0
2025-10-21,2026-06-18,call,126,0,11,0
2025-10-21,2026-06-18,put,126,0,1,0
2025-10-21,2026-06-30,call,158,0,7,0
2025-10-21,2026-06-30,put,158,0,0,0
2025-10-21,2026-09-18,call,120,0,0,0
2025-10-21,2026-09-18,put,120,0,0,0
2025-10-21,2026-09-30,call,158,0,0,0
2025-10-21,2026-09-30,put,158,0,0,0
2025-10-21,2026-12-18,call,140,0,2,0
2025-10-21,2026-12-18,put,140,0,0,0
2025-10-21,2027-01-15,call,161,0,1,0
2025-10-21,2027-01-15,put,161,0,0,0
2025-10-21,2027-12-17,call,162,0,0,0
2025-10-21,2027-12-17,put,162,0,0,0
2025-10-21,2028-01-21,call,162,0,0,0
2025-10-21,2028-01-21,put,162,0,0,0
2025-10-22,2025-10-22,call,135,0,5,0
2025-10-22,2025-10-22,put,135,0,5,0
2025-10-22,2025-10-23,call,135,0,9,0
2025-10-22,2025-10-23,put,135,0,7,0
2025-10-22,2025-10-24,call,154,0,11,0
2025-10-22,2025-10-24,put,154,0,0,0
2025-10-22,2025-10-27,call,135,0,10,0
2025-10-22,2025-10-27,put,135,0,0,0
2025-10-22,2025-10-28,call,135,0,8,0
2025-10-22,2025-10-28,put,135,0,0,0
2025-10-22,2025-10-29,call,135,0,0,0
2025-10-22,2025-10-29,put,135,0,0,0
2025-10-22,2025-10-30,call,135,0,3,0
2025-10-22,2025-10-30,put,135,0,0,0
2025-10-22,2025-10-31,call,264,0,2,0
2025-10-22,2025-10-31,put,264,0,0,0
2025-10-22,2025-11-03,call,103,0,1,0
2025-10-22,2025-11-03,put,103,0,5,0
2025-10-22,2025-11-04,call,40,0,10,0
2025-10-22,2025-11-04,put,40,0,15,0
2025-10-22,2025-11-05,call,30,0,10,0
2025-10-22,2025-11-05,put,30,0,14,0
2025-10-22,2025-11-07,call,138,0,4,0
2025-10-22,2025-11-07,put,138,0,4,0
2025-10-22,2025-11-14,call,136,0,2,0
2025-10-22,2025-11-14,put,136,0,7,0
2025-10-22,2025-11-21,call,174,0,2,0
2025-10-22,2025-11-21,put,174,0,1,0
2025-10-22,2025-11-28,call,237,0,0,0
2025-10-22,2025-11-28,put,237,0,0,0
2025-10-22,2025-12-19,call,155,0,13,0
2025-10-22,2025-12-19,put,155,0,11,0
2025-10-22,2025-12-31,call,228,0,7,0
2025-10-22,2025-12-31,put,228,0,0,0
2025-10-22,2026-01-16,call,127,0,19,0
2025-10-22,2026-01-16,put,127,0,9,0
2025-10-22,2026-01-30,call,149,0,19,0
2025-10-22,2026-01-30,put,149,0,4,0
2025-10-22,2026-02-20,call,94,0,20,0
2025-10-22,2026-02-20,put,94,0,5,0
2025-10-22,2026-02-27,call,153,0,17,0
2025-10-22,2026-02-27,put,153,0,1,0
2025-10-22,2026-03-20,call,122,0,20,0
2025-10-22,2026-03-20,put,122,0,0,0
2025-10-22,2026-03-31,call,158,0,17,0
2025-10-22,2026-03-31,put,158,0,0,0
2025-10-22,2026-06-18,call,126,0,2,0
2025-10-22,2026-06-18,put,126,0,0,0
2025-10-22,2026-06-30,call,158,0,0,0
2025-10-22,2026-06-30,put,158,0,0,0
2025-10-22,2026-09-18,call,120,0,0,0
2025-10-22,2026-09-18,put,120,0,0,0
2025-10-22,2026-09-30,call,158,0,0,0
2025-10-22,2026-09-30,put,158,0,0,0
2025-10-22,2026-12-18,call,140,0,0,0
2025-10-22,2026-12-18,put,140,0,0,0
2025-10-22,2027-01-15,call,161,0,0,0
2025-10-22,2027-01-15,put,161,0,0,0
2025-10-22,2027-12-17,call,162,0,0,0
2025-10-22,2027-12-17,put,162,0,0,0
2025-10-22,2028-01-21,call,162,0,0,0
2025-10-22,2028-01-21,put,162,0,0,0
2025-10-23,2025-10-23,call,135,0,3,0
2025-10-23,2025-10-23,put,135,0,4,0
2025-10-23,2025-10-24,call,154,0,9,0
2025-10-23,2025-10-24,put,154,0,7,0
2025-10-23,2025-10-27,call,135,0,11,0
2025-10-23,2025-10-27,put,135,0,8,0
2025-10-23,2025-10-28,call,135,0,10,0
2025-10-23,2025-10-28,put,135,0,1,0
2025-10-23,2025-10-29,call,135,0,7,0
2025-10-23,2025-10-29,put,135,0,0,0
2025-10-23,2025-10-30,call,135,0,6,0
2025-10-23,2025-10-30,put,135,0,0,0
2025-10-23,2025-10-31,call,264,0,6,0
2025-10-23,2025-10-31,put,264,0,0,0
2025-10-23,2025-11-03,call,103,0,8,0
2025-10-23,2025-11-03,put,103,0,4,0
2025-10-23,2025-11-04,call,103,0,3,0
2025-10-23,2025-11-04,put,103,0,3,0
2025-10-23,2025-11-05,call,103,0,2,0
2025-10-23,2025-11-05,put,103,0,4,0
2025-10-23,2025-11-06,call,30,0,11,0
2025-10-23,2025-11-06,put,30,0,13,0
2025-10-23,2025-11-07,call,138,0,4,0
2025-10-23,2025-11-07,put,138,0,3,0
2025-10-23,2025-11-14,call,136,0,3,0
2025-10-23,2025-11-14,put,136,0,5,0
2025-10-23,2025-11-21,call,174,0,4,0
2025-10-23,2025-11-21,put,174,0,1,0
2025-10-23,2025-11-28,call,237,0,1,0
2025-10-23,2025-11-28,put,237,0,0,0
2025-10-23,2025-12-05,call,29,0,0,0
2025-10-23,2025-12-05,put,29,0,0,0
2025-10-23,2025-12-19,call,155,0,14,0
2025-10-23,2025-12-19,put,155,0,14,0
2025-10-23,2025-12-31,call,228,0,6,0
2025-10-23,2025-12-31,put,228,0,0,0
2025-10-23,2026-01-16,call,127,0,20,0
2025-10-23,2026-01-16,put,127,0,11,0
2025-10-23,2026-01-30,call,149,0,21,0
2025-10-23,2026-01-30,put,149,0,4,0
2025-10-23,2026-02-20,call,94,0,21,0
2025-10-23,2026-02-20,put,94,0,8,0
2025-10-23,2026-02-27,call,153,0,18,0
2025-10-23,2026-02-27,put,153,0,2,0
2025-10-23,2026-03-20,call,122,0,22,0
2025-10-23,2026-03-20,put,122,0,4,0
2025-10-23,2026-03-31,call,158,0,19,0
2025-10-23,2026-03-31,put,158,0,1,0
2025-10-23,2026-06-18,call,126,0,13,0
2025-10-23,2026-06-18,put,126,0,0,0
2025-10-23,2026-06-30,call,158,0,10,0
2025-10-23,2026-06-30,put,158,0,0,0
2025-10-23,2026-09-18,call,120,0,4,0
2025-10-23,2026-09-18,put,120,0,0,0
2025-10-23,2026-09-30,call,158,0,0,0
2025-10-23,2026-09-30,put,158,0,0,0
2025-10-23,2026-12-18,call,140,0,0,0
2025-10-23,2026-12-18,put,140,0,0,0
2025-10-23,2027-01-15,call,161,0,0,0
2025-10-23,2027-01-15,put,161,0,0,0
2025-10-23,2027-12-17,call,162,0,0,0
2025-10-23,2027-12-17,put,162,0,0,0
2025-10-23,2028-01-21,call,162,0,0,0
2025-10-23,2028-01-21,put,162,0,0,0
2025-10-24,2025-10-24,call,154,0,3,0
2025-10-24,2025-10-24,put,154,0,4,0
2025-10-24,2025-10-27,call,135,0,10,0
2025-10-24,2025-10-27,put,135,0,10,0
2025-10-24,2025-10-28,call,135,0,10,0
2025-10-24,2025-10-28,put,135,0,7,0
2025-10-24,2025-10-29,call,135,0,10,0
2025-10-24,2025-10-29,put,135,0,2,0
2025-10-24,2025-10-30,call,135,0,5,0
2025-10-24,2025-10-30,put,135,0,0,0
2025-10-24,2025-10-31,call,264,0,8,0
2025-10-24,2025-10-31,put,264,0,2,0
2025-10-24,2025-11-03,call,103,0,5,0
2025-10-24,2025-11-03,put,103,0,1,0
2025-10-24,2025-11-04,call,103,0,7,0
2025-10-24,2025-11-04,put,103,0,1,0
2025-10-24,2025-11-05,call,103,0,3,0
2025-10-24,2025-11-05,put,103,0,2,0
2025-10-24,2025-11-06,call,103,0,5,0
2025-10-24,2025-11-06,put,103,0,1,0
2025-10-24,2025-11-07,call,138,0,5,0
2025-10-24,2025-11-07,put,138,0,0,0
2025-10-24,2025-11-14,call,136,0,5,0
2025-10-24,2025-11-14,put,136,0,3,0
2025-10-24,2025-11-21,call,174,0,7,0
2025-10-24,2025-11-21,put,174,0,0,0
2025-10-24,2025-11-28,call,237,0,2,0
2025-10-24,2025-11-28,put,237,0,0,0
2025-10-24,2025-12-05,call,104,0,8,0
2025-10-24,2025-12-05,put,104,0,2,0
2025-10-24,2025-12-19,call,172,0,9,0
2025-10-24,2025-12-19,put,172,0,15,0
2025-10-24,2025-12-31,call,228,0,8,0
2025-10-24,2025-12-31,put,228,0,0,0
2025-10-24,2026-01-16,call,127,0,20,0
2025-10-24,2026-01-16,put,127,0,11,0
2025-10-24,2026-01-30,call,149,0,21,0
2025-10-24,2026-01-30,put,149,0,5,0
2025-10-24,2026-02-20,call,94,0,20,0
2025-10-24,2026-02-20,put,94,0,9,0
2025-10-24,2026-02-27,call,153,0,18,0
2025-10-24,2026-02-27,put,153,0,3,0
2025-10-24,2026-03-20,call,122,0,19,0
2025-10-24,2026-03-20,put,122,0,6,0
2025-10-24,2026-03-31,call,158,0,17,0
2025-10-24,2026-03-31,put,158,0,2,0
2025-10-24,2026-06-18,call,126,0,12,0
2025-10-24,2026-06-18,put,126,0,0,0
2025-10-24,2026-06-30,call,158,0,9,0
2025-10-24,2026-06-30,put,158,0,0,0
2025-10-24,2026-09-18,call,120,0,6,0
2025-10-24,2026-09-18,put,120,0,0,0
2025-10-24,2026-09-30,call,158,0,0,0
2025-10-24,2026-09-30,put,158,0,0,0
2025-10-24,2026-12-18,call,140,0,0,0
2025-10-24,2026-12-18,put,140,0,0,0
2025-10-24,2027-01-15,call,161,0,0,0
2025-10-24,2027-01-15,put,161,0,0,0
2025-10-24,2027-06-17,call,161,0,0,0
2025-10-24,2027-06-17,put,161,0,0,0
2025-10-24,2027-12-17,call,162,0,0,0
2025-10-24,2027-12-17,put,162,0,0,0
2025-10-24,2028-01-21,call,162,0,0,0
2025-10-24,2028-01-21,put,162,0,0,0
2025-10-27,2025-10-27,call,135,0,3,0
